peak,C,O,H,N,S,P,MolForm
211.0402457,13,3,8,0,0,0,NA
211.0612634,10,5,12,0,0,0,NA
211.097662,11,4,16,0,0,0,NA
211.1340602,12,3,20,0,0,0,NA
213.0922631,14,2,14,0,0,0,NA
213.1133226,11,4,18,0,0,0,NA
213.1496566,12,3,22,0,0,0,NA
213.1860444,13,2,26,0,0,0,NA
214.0721285,9,5,13,1,0,0,NA
215.0285175,11,1,8,2,1,0,NA
215.0352119,8,4,11,1,0,1,NA
215.0562984,9,6,12,0,0,0,NA
215.0925992,10,5,16,0,0,0,NA
215.1290003,11,4,20,0,0,0,NA
215.1653134,12,3,24,0,0,0,NA
217.0717816,9,6,14,0,0,0,NA
217.0830588,8,5,14,2,0,0,NA
217.1082511,10,5,18,0,0,0,NA
217.1195135,9,4,18,2,0,0,NA
219.139192,14,2,20,0,0,0,NA
221.0092653,10,6,6,0,0,0,NA
221.0456844,11,5,10,0,0,0,NA
221.1184388,13,3,18,0,0,0,NA
223.0249602,10,6,8,0,0,0,NA
223.0613762,11,5,12,0,0,0,NA
223.0976777,12,4,16,0,0,0,NA
223.1340339,13,3,20,0,0,0,NA
224.0567906,6,5,14,2,0,1,NA
225.040651,10,6,10,0,0,0,NA
225.0769291,11,5,14,0,0,0,NA
225.1133605,12,4,18,0,0,0,NA
227.0351828,13,4,8,0,0,0,NA
227.0561775,10,6,12,0,0,0,NA
227.0674038,9,5,12,2,0,0,NA
227.0925897,11,5,16,0,0,0,NA
227.1077732,15,2,16,0,0,0,NA
227.1289727,12,4,20,0,0,0,NA
227.2017076,14,2,28,0,0,0,NA
229.0718332,10,6,14,0,0,0,NA
229.1082427,11,5,18,0,0,0,NA
229.144641,12,4,22,0,0,0,NA
229.1558355,11,3,22,2,0,0,NA
229.1810305,13,3,26,0,0,0,NA
230.0672388,9,6,13,1,0,0,NA
231.0875297,10,6,16,0,0,0,NA
231.0987498,9,5,16,2,0,0,NA
231.1239364,11,5,20,0,0,0,NA
231.1351458,10,4,20,2,0,0,NA
231.1602949,12,4,24,0,0,0,NA
233.0460524,8,5,13,1,0,1,NA
233.0668314,9,7,14,0,0,0,NA
233.0779382,8,6,14,2,0,0,NA
233.1032034,10,6,18,0,0,0,NA
233.1185986,10,3,21,1,0,1,NA
233.1547875,15,2,22,0,0,0,NA
235.0249671,11,6,8,0,0,0,NA
235.0613494,12,5,12,0,0,0,NA
235.1344239,10,3,23,1,0,1,NA
237.0409184,7,6,13,1,0,1,NA
237.0616958,8,8,14,0,0,0,NA
237.076964,12,5,14,0,0,0,NA
237.1133203,13,4,18,0,0,0,NA
237.1497107,14,3,22,0,0,0,NA
239.0562735,11,6,12,0,0,0,NA
239.0774594,8,8,16,0,0,0,NA
239.0926138,12,5,16,0,0,0,NA
239.1289716,13,4,20,0,0,0,NA
241.0718644,11,6,14,0,0,0,NA
241.0830653,10,5,14,2,0,0,NA
241.0870606,15,3,14,0,0,0,NA
241.1082909,12,5,18,0,0,0,NA
241.1446722,13,4,22,0,0,0,NA
241.1810218,14,3,26,0,0,0,NA
241.217395,15,2,30,0,0,0,NA
243.0299807,13,5,8,0,0,0,NA
243.051222,10,7,12,0,0,0,NA
243.0623426,9,6,12,2,0,0,NA
243.123906,12,5,20,0,0,0,NA
243.1602749,13,4,24,0,0,0,NA
243.1715144,12,3,24,2,0,0,NA
243.1966634,14,3,28,0,0,0,NA
244.1303208,10,4,19,3,0,0,NA
245.1031834,11,6,18,0,0,0,NA
245.1143982,10,5,18,2,0,0,NA
245.1186743,11,3,21,1,0,1,NA
245.1395413,12,5,22,0,0,0,NA
247.0613767,13,5,12,0,0,0,NA
247.0824117,10,7,16,0,0,0,NA
247.0935955,9,6,16,2,0,0,NA
247.1340664,15,3,20,0,0,0,NA
249.0045084,7,7,9,1,0,1,NA
249.0406077,12,6,10,0,0,0,NA
249.0770133,13,5,14,0,0,0,NA
249.1133546,14,4,18,0,0,0,NA
249.149736,15,3,22,0,0,0,NA
250.1088461,9,4,20,2,0,1,NA
251.019934,11,7,8,0,0,0,NA
251.0501224,19,1,8,0,0,0,NA
251.0562889,12,6,12,0,0,0,NA
251.1289764,14,4,20,0,0,0,NA
251.1653307,15,3,24,0,0,0,NA
252.0879604,12,5,15,1,0,0,NA
253.0718755,12,6,14,0,0,0,NA
253.0929761,9,8,18,0,0,0,NA
253.1082374,13,5,18,0,0,0,NA
253.1232567,17,2,18,0,0,0,NA
253.1446173,14,4,22,0,0,0,NA
253.1810258,15,3,26,0,0,0,NA
253.2173759,16,2,30,0,0,0,NA
255.0874752,12,6,16,0,0,0,NA
255.1239039,13,5,20,0,0,0,NA
255.1602772,14,4,24,0,0,0,NA
255.1966745,15,3,28,0,0,0,NA
255.232999,16,2,32,0,0,0,NA
257.0819303,15,4,14,0,0,0,NA
257.1031692,12,6,18,0,0,0,NA
257.1144775,11,5,18,2,0,0,NA
257.139565,13,5,22,0,0,0,NA
257.1759304,14,4,26,0,0,0,NA
258.0984933,11,6,17,1,0,0,NA
258.1460244,11,4,21,3,0,0,NA
259.0613502,14,5,12,0,0,0,NA
259.0824426,11,7,16,0,0,0,NA
259.1187535,12,6,20,0,0,0,NA
259.1300733,11,5,20,2,0,0,NA
259.1552258,13,5,24,0,0,0,NA
260.0888451,9,6,15,3,0,0,NA
261.0410144,9,6,13,1,0,1,NA
261.1133571,15,4,18,0,0,0,NA
261.1344445,12,6,22,0,0,0,NA
261.1496612,16,3,22,0,0,0,NA
263.0199491,12,7,8,0,0,0,NA
263.0410707,9,9,12,0,0,0,NA
263.056312,13,6,12,0,0,0,NA
263.1290236,15,4,20,0,0,0,NA
263.1653498,16,3,24,0,0,0,NA
263.9826241,8,3,11,1,3,0,NA
264.0150419,11,7,7,1,0,0,NA
264.0474215,7,8,11,3,0,0,NA
264.0878646,13,5,15,1,0,0,NA
265.0360549,13,2,14,0,2,0,NA
265.0718891,13,6,14,0,0,0,NA
265.1082395,14,5,18,0,0,0,NA
265.1446113,15,4,22,0,0,0,NA
265.1809981,16,3,26,0,0,0,NA
267.0148482,11,8,8,0,0,0,NA
267.0298585,15,5,8,0,0,0,NA
267.0512063,12,7,12,0,0,0,NA
267.0875282,13,6,16,0,0,0,NA
267.1238607,14,5,20,0,0,0,NA
267.1602916,15,4,24,0,0,0,NA
267.1966411,16,3,28,0,0,0,NA
268.0766837,19,1,11,1,0,0,NA
269.0092625,14,6,6,0,0,0,NA
269.0672422,8,7,17,1,0,1,NA
269.1031667,13,6,18,0,0,0,NA
269.1395402,14,5,22,0,0,0,NA
269.1758837,15,4,26,0,0,0,NA
269.2123219,16,3,30,0,0,0,NA
269.2486299,17,2,34,0,0,0,NA
271.0614653,15,5,12,0,0,0,NA
271.0976895,16,4,16,0,0,0,NA
271.1188314,13,6,20,0,0,0,NA
271.1551954,14,5,24,0,0,0,NA
271.1915161,15,4,28,0,0,0,NA
271.2279486,16,3,32,0,0,0,NA
272.0676256,13,4,11,3,0,0,NA
273.0617766,11,8,14,0,0,0,NA
273.0773418,11,5,17,1,0,1,NA
273.0980724,12,7,18,0,0,0,NA
273.1344469,13,6,22,0,0,0,NA
273.1708549,14,5,26,0,0,0,NA
273.2071865,15,4,30,0,0,0,NA
274.1045096,10,6,17,3,0,0,NA
274.1408864,11,5,21,3,0,0,NA
274.9810397,16,3,4,0,1,0,NA
275.056299,14,6,12,0,0,0,NA
275.0886431,10,7,16,2,0,0,NA
275.0926573,15,5,16,0,0,0,NA
275.1137005,12,7,20,0,0,0,NA
275.1401977,15,3,20,2,0,0,NA
275.1500988,13,6,24,0,0,0,NA
276.0727361,10,8,15,1,0,0,NA
277.0355525,13,7,10,0,0,0,NA
277.0720949,10,6,17,1,0,1,NA
277.1082312,15,5,18,0,0,0,NA
277.1293706,12,7,22,0,0,0,NA
277.1446284,16,4,22,0,0,0,NA
277.15577,15,3,22,2,0,0,NA
277.1809696,17,3,26,0,0,0,NA
277.217339,18,2,30,0,0,0,NA
278.0631688,8,8,13,3,0,0,NA
279.0148229,12,8,8,0,0,0,NA
279.0512785,13,7,12,0,0,0,NA
279.0722855,10,9,16,0,0,0,NA
279.0875094,14,6,16,0,0,0,NA
279.0991486,9,5,19,3,0,1,NA
279.1238533,15,5,20,0,0,0,NA
279.1602213,16,4,24,0,0,0,NA
279.196581,17,3,28,0,0,0,NA
279.2330321,18,2,32,0,0,0,NA
281.0305149,12,8,10,0,0,0,NA
281.0667268,13,7,14,0,0,0,NA
281.0819856,17,4,14,0,0,0,NA
281.0879078,10,9,18,0,0,0,NA
281.1031324,14,6,18,0,0,0,NA
281.1395288,15,5,22,0,0,0,NA
281.1758878,16,4,26,0,0,0,NA
281.2122692,17,3,30,0,0,0,NA
281.248659,18,2,34,0,0,0,NA
283.0823904,13,7,16,0,0,0,NA
283.097586,17,4,16,0,0,0,NA
283.1187988,14,6,20,0,0,0,NA
283.1551922,15,5,24,0,0,0,NA
283.1915407,16,4,28,0,0,0,NA
283.227873,17,3,32,0,0,0,NA
283.2642985,18,2,36,0,0,0,NA
285.0404427,15,6,10,0,0,0,NA
285.0770958,16,5,14,0,0,0,NA
285.1133298,17,4,18,0,0,0,NA
285.1343664,14,6,22,0,0,0,NA
285.1707838,15,5,26,0,0,0,NA
285.207213,16,4,30,0,0,0,NA
285.2435478,17,3,34,0,0,0,NA
287.0926889,16,5,16,0,0,0,NA
287.1137043,13,7,20,0,0,0,NA
287.1249891,12,6,20,2,0,0,NA
287.150096,14,6,24,0,0,0,NA
287.1864749,15,5,28,0,0,0,NA
287.2228738,16,4,32,0,0,0,NA
288.0876995,15,5,15,1,0,0,NA
289.1293338,13,7,22,0,0,0,NA
289.144647,17,4,22,0,0,0,NA
289.1657319,14,6,26,0,0,0,NA
289.1809528,18,3,26,0,0,0,NA
290.0882476,11,8,17,1,0,0,NA
291.0148359,13,8,8,0,0,0,NA
291.05117,14,7,12,0,0,0,NA
291.0665488,18,4,12,0,0,0,NA
291.0883448,16,1,20,0,2,0,NA
291.0987108,14,5,16,2,0,0,NA
291.1243762,12,5,23,1,0,1,NA
291.1351281,15,4,20,2,0,0,NA
291.1602793,17,4,24,0,0,0,NA
291.1965962,18,3,28,0,0,0,NA
292.082873,14,6,15,1,0,0,NA
292.1039781,11,8,19,1,0,0,NA
292.1195234,11,5,22,2,0,1,NA
293.0668189,14,7,14,0,0,0,NA
293.103134,15,6,18,0,0,0,NA
293.1143849,14,5,18,2,0,0,NA
293.1394878,16,5,22,0,0,0,NA
293.1758252,17,4,26,0,0,0,NA
293.2122486,18,3,30,0,0,0,NA
294.0831274,10,9,17,1,0,0,NA
294.1195055,11,8,21,1,0,0,NA
295.0461931,13,8,12,0,0,0,NA
295.0823728,14,7,16,0,0,0,NA
295.0935761,13,6,16,2,0,0,NA
295.1187395,15,6,20,0,0,0,NA
295.1551543,16,5,24,0,0,0,NA
295.1915222,17,4,28,0,0,0,NA
295.2279434,18,3,32,0,0,0,NA
297.025462,12,9,10,0,0,0,NA
297.0617609,13,8,14,0,0,0,NA
297.0827705,10,10,18,0,0,0,NA
297.0985849,10,7,21,1,0,1,NA
297.1133956,18,4,18,0,0,0,NA
297.1344436,15,6,22,0,0,0,NA
297.1708108,16,5,26,0,0,0,NA
297.2435667,18,3,34,0,0,0,NA
299.0412082,8,9,15,1,0,1,NA
299.0567387,17,1,16,0,2,0,NA
299.0926347,17,5,16,0,0,0,NA
299.1136939,14,7,20,0,0,0,NA
299.1287767,18,4,20,0,0,0,NA
299.1500243,15,6,24,0,0,0,NA
299.1653388,19,3,24,0,0,0,NA
299.18645,16,5,28,0,0,0,NA
299.2228309,17,4,32,0,0,0,NA
299.2591921,18,3,36,0,0,0,NA
300.1089781,13,7,19,1,0,0,NA
301.0719157,16,6,14,0,0,0,NA
301.1082943,17,5,18,0,0,0,NA
301.1298606,15,2,26,0,2,0,NA
301.1657278,15,6,26,0,0,0,NA
301.2020919,16,5,30,0,0,0,NA
301.2384642,17,4,34,0,0,0,NA
302.0660766,7,8,17,3,1,0,NA
302.1245888,13,7,21,1,0,0,NA
302.1358259,12,6,21,3,0,0,NA
303.0880314,17,1,20,0,2,0,NA
303.0985995,15,5,16,2,0,0,NA
303.1351212,16,4,20,2,0,0,NA
303.1449911,14,7,24,0,0,0,NA
303.1602504,18,4,24,0,0,0,NA
303.1813469,15,6,28,0,0,0,NA
303.1966118,19,3,28,0,0,0,NA
303.2177418,16,5,32,0,0,0,NA
305.0310569,15,3,14,0,2,0,NA
305.0669034,15,7,14,0,0,0,NA
305.1143081,15,5,18,2,0,0,NA
305.139565,17,5,22,0,0,0,NA
305.1506813,16,4,22,2,0,0,NA
305.1758923,18,4,26,0,0,0,NA
306.9914994,13,7,8,0,1,0,NA
306.9925284,14,2,12,0,3,0,NA
307.0460825,14,8,12,0,0,0,NA
307.1187128,16,6,20,0,0,0,NA
307.1551189,17,5,24,0,0,0,NA
307.19152,18,4,28,0,0,0,NA
308.0987579,11,9,19,1,0,0,NA
309.0617109,14,8,14,0,0,0,NA
309.0979554,15,7,18,0,0,0,NA
309.1091767,14,6,18,2,0,0,NA
309.1343937,16,6,22,0,0,0,NA
309.1708179,17,5,26,0,0,0,NA
309.2071441,18,4,30,0,0,0,NA
310.1508369,12,8,25,1,0,0,NA
311.0781322,15,3,20,0,2,0,NA
311.0925244,18,5,16,0,0,0,NA
311.113684,15,7,20,0,0,0,NA
311.1500634,16,6,24,0,0,0,NA
311.1864674,17,5,28,0,0,0,NA
311.2228897,18,4,32,0,0,0,NA
313.071853,17,6,14,0,0,0,NA
313.1083136,18,5,18,0,0,0,NA
313.1194854,17,4,18,2,0,0,NA
313.1292906,15,7,22,0,0,0,NA
313.1655956,16,6,26,0,0,0,NA
313.2020784,17,5,30,0,0,0,NA
313.2385056,18,4,34,0,0,0,NA
